1045028393|312|"2000 BUSY BEE SHOPPER - EXTREMELY CUTE - LQQK"|7.95|0|7.95|2001-12-06 20:09:51|2001-12-13 20:09:51
1045028764|313|"1994 looney tunes hallmark ornaments (5)"|9.99|11|42.00|2001-12-06 20:10:50|2001-12-13 20:10:50
1045032333|324|"DEPT 56 HERITAGE SANTA MRS CLAUS NR MIB"|9.99|0|9.99|2001-12-06 20:15:29|2001-12-13 20:15:29
1045033048|325|"Enesco 1990 HERE'S LOOKING AT YOU - Mouse/cam"|20.00|0|20.00|2001-12-06 20:16:27|2001-12-13 20:16:27
1045034546|326|"Lefton Colonial Village Church #06351"|9.99|0|9.99|2001-12-06 20:17:24|2001-12-16 20:17:24
1045034667|327|"SUPER MAN #1 COMIC,HB BOOK,STATUE,Fine!NR!"|40.00|0|40.00|2001-12-06 20:17:30|2001-12-16 20:17:30
1045036517|328|"Hallmark 1985 Kitty Mischief Ornament"|7.99|0|7.99|2001-12-06 20:19:29|2001-12-13 20:19:29
1045041605|329|"NE Vill. BLUE STAR ICE CO. ret Estate Piece"|1.00|10|25.00|2001-12-06 20:28:03|2001-12-13 20:28:03
1045048091|340|"Armani DISNEY MICKEY SORCERER 30%off NiB NR"|459.00|0|459.00|2001-12-06 20:33:44|2001-12-13 20:33:44
1045048202|340|"Armani DISNEY GOOFY! New in Box! 30%off NR"|245.00|0|245.00|2001-12-06 20:33:50|2001-12-13 20:33:50
1045080370|341|"Large Rare Antique Stoneware Jug SHABBY CHIC"|29.95|0|29.95|2001-12-06 22:38:45|2001-12-16 22:38:45
1045080937|307|"""ONE TEAR AT A TIME"" Video - Brand New!!"|24.95|0|24.95|2001-12-06 22:41:08|2001-12-16 22:41:08
1045090378|342|"HARMONY KINGDOM: Y2HK MILLENNIUM#TJSEY2K-RTD."|128.50|0|128.50|2001-12-06 23:33:18|2001-12-16 23:33:18
1045100798|343|"Precious Moments Caring 1994 Members Only"|19.00|0|19.00|2001-12-07 03:26:52|2001-12-17 03:26:52
1045102327|344|"MCCOY DAISY COW-- FREE S/H/I"|79.99|0|79.99|2001-12-07 03:43:33|2001-12-17 03:43:33
1045104966|345|"1988 1989 Hallmark Polar Bowler AWESOME"|12.00|0|12.00|2001-12-07 04:03:14|2001-12-17 04:03:14
1045107350|346|"Firefighter Helmet USA Flag Sticker"|15.00|1|15.00|2001-12-07 04:24:07|2001-12-14 04:24:07
1045110355|348|"Precious Moments Sugar Town Train Station Lit"|19.95|1|19.95|2001-12-07 04:50:01|2001-12-14 04:50:01
1045111305|204|"D-56 DEPT 56 GREAT EXPECTATIONS 'SATIS MANOR'"|55.99|1|55.99|2001-12-07 04:58:33|2001-12-14 04:58:33
1045114383|351|"Franklin Mint 1988 Carousel Elephant"|18.99|0|18.99|2001-12-07 05:24:43|2001-12-14 05:24:43
1045122521|352|"CITY - THE DOCTORS OFFICE - 1991- RET. 1994"|5.00|0|5.00|2001-12-07 06:21:04|2001-12-14 06:21:04
1045125403|353|"""OVERNIGHT DELIVERY"" GOLD* Snowbabies*Dept 56"|1.00|6|7.02|2001-12-07 06:33:31|2001-12-14 06:33:31
1045125754|360|"Friendship Tree 91 Comboship1213 QLX7169"|10.00|0|10.00|2001-12-07 06:34:38|2001-12-14 06:34:38
1045128766|361|"Department 56 Village Accessories Signs!"|9.95|0|9.95|2001-12-07 06:50:05|2001-12-14 06:50:05
1045130515|362|"PM Wedding Bible Holder ""To Have And To hold"""|9.95|0|9.95|2001-12-07 06:59:25|2001-12-14 06:59:25
1045138555|363|"CHARMING TAILS - BINKEY'S SAND ANGEL- MIB"|10.99|0|10.99|2001-12-07 07:33:38|2001-12-14 07:33:38
